Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
BIOGY,BIOGAIA AB S/ADR,OTC Pink Current,12.350000,0.000000,0,ADRs,Sweden,
SHPEF,PETROSIBIR AB ORD B,OTC Pink Current,0.000300,428.063200,0,Foreign Ordinary Shares,Sweden,
XVIPF,XVIVO PERFUSION AB ORD,OTC Pink Current,10.720000,525.562600,1012,Foreign Ordinary Shares,Sweden,
NDRBF,NIBE INDUSTRIE AB ORD NEW,OTC Pink Current,9.600000,0.000000,0,Foreign Ordinary Shares,Sweden,
DIZTF,"DIGNITANA AB, MALMO ORD",OTC Pink Current,0.750000,16.986400,3500,Foreign Ordinary Shares,Sweden,
NTNTY,NETENT AB UNSP ADR,OTC Pink Current,13.890000,145.210300,14411,ADRs,Sweden,
EVVTY,EVOLUTION GAMING UNSP/ADR,OTC Pink Current,34.880000,69.274200,725,ADRs,Sweden,
ESSYY,ESSITY AKTIEBOLAG SPN/ADR,OTC Pink Current,30.150000,48.035700,1813,ADRs,Sweden,
STMEF,STMICROELECTRONICS,OTC Pink Current,22.440000,61.824100,144412,Foreign Ordinary Shares,Switzerland,
NSRGF,NESTLE S.A REG ORD,OTC Pink Current,85.440000,115.989300,12532,Foreign Ordinary Shares,Switzerland,
NSRGY,NESTLE S.A S/ADR,OTC Pink Current,85.510000,75.352500,451111,ADRs,Switzerland,
CSGKF,CREDIT SUSSIE GROUP ORD,OTC Pink Current,17.180000,78.325600,295895,Foreign Ordinary Shares,Switzerland,
AHEXY,ADECCO GROUP AG UNSP/ADR,OTC Pink Current,37.150000,430.913500,278359,ADRs,Switzerland,
CFRHF,CIE FINANCIERE RICHMN NEW,OTC Pink Current,87.093050,521.550700,2110,Foreign Ordinary Shares,Switzerland,
CFRUY,COMPAGNIE FNCE RCH UN/ADR,OTC Pink Current,8.670000,76.521000,421056,ADRs,Switzerland,
HCMLF,LAFARGEHOLCIM LTD,OTC Pink Current,54.500000,8.272600,188,Foreign Ordinary Shares,Switzerland,
HCMLY,LAFARGEHOLCIM UNSP/ADR,OTC Pink Current,10.730000,90.230900,66938,ADRs,Switzerland,
NVSEF,NOVARTIS AG BASEL AKT,OTC Pink Current,85.135000,104.677200,1324,Foreign Ordinary Shares,Switzerland,
SCMWY,SWISSCOM AG S/ADR,OTC Pink Current,53.310000,86.289400,6041,ADRs,Switzerland,
SWZCF,SWISSCOM AG ITTIGEN R/SHS,OTC Pink Current,524.139700,255.042600,0,Foreign Ordinary Shares,Switzerland,
ABLZF,ABB LTD ZUERICH,OTC Pink Current,25.925300,50.707300,793,Foreign Ordinary Shares,Switzerland,
BLHEF,BALOISE HLDGS BASEL NAMEN,OTC Pink Current,157.000000,0.000000,0,Foreign Ordinary Shares,Switzerland,
BLHEY,BALOISE HLDGS UNSP/ADR,OTC Pink Current,16.140000,0.000000,0,ADRs,Switzerland,
SWGAF,SWATCH GROUP AG NEW ORD,OTC Pink Current,364.000000,282.722500,0,Foreign Ordinary Shares,Switzerland,
SWGAY,SWATCH GROUP AG UNSP/ADR,OTC Pink Current,18.290000,90.521200,10071,ADRs,Switzerland,
SWGNF,SWATCH GROUP AG,OTC Pink Current,70.890000,42.786900,0,Foreign Ordinary Shares,Switzerland,
SGSOF,SGS SA ORD,OTC Pink Current,2450.000000,63.000000,1,Foreign Ordinary Shares,Switzerland,
SGSOY,SGS SA ADR,OTC Pink Current,24.790000,9.964000,10929,ADRs,Switzerland,
FBOHF,FORBO HOLDING AG SHS,OTC Pink Current,1550.000000,0.000000,0,Foreign Ordinary Shares,Switzerland,
FBOHY,FORBO HOLDING UNSP/ADR,OTC Pink Current,31.395000,58.688300,100,ADRs,Switzerland,
SYENF,SYNGENTA AG BASEL,OTC Pink Current,457.100000,72.709900,0,Foreign Ordinary Shares,Switzerland,
SHLAF,SCHINDLER HLDG PARTN CTFS,OTC Pink Current,227.450000,19.338800,0,Foreign Ordinary Shares,Switzerland,
SHLRF,SCHINDLER HLDG AG AKT,OTC Pink Current,220.480800,0.000000,0,Other Security Type,Switzerland,
PSPSF,PSP SWISS PPTY AG,OTC Pink Current,91.200000,0.000000,0,Foreign Ordinary Shares,Switzerland,
KDCXF,KUDELSKI SA CHESEAUX SUR,OTC Pink Current,12.250000,0.000000,0,Foreign Ordinary Shares,Switzerland,
SONVF,SONOVA HOLDING AG ORD,OTC Pink Current,156.800000,219.575500,400,Foreign Ordinary Shares,Switzerland,
SONVY,SONOVA HLDNG AG UNSP/ADR,OTC Pink Current,31.370000,111.883400,19412,ADRs,Switzerland,
GMHLF,GAM HOLDING AG ORD,OTC Pink Current,15.720000,73.364100,0,Foreign Ordinary Shares,Switzerland,
GMHLY,GAM HOLDING AG UNSP/ADR,OTC Pink Current,3.030000,4.696500,0,ADRs,Switzerland,
LZAGF,LONZA GROUP AG,OTC Pink Current,260.700000,59.447000,0,Foreign Ordinary Shares,Switzerland,
LZAGY,LONZA GROUP AG UNSP/ADR,OTC Pink Current,25.670000,56.620700,9628,ADRs,Switzerland,
ALIOF,ACTELION LTD,OTC Pink Current,278.500000,0.000000,0,Foreign Ordinary Shares,Switzerland,
ALIOY,ACTELION LTD UNSP/ADR,OTC Pink Current,69.490000,15.213800,491,ADRs,Switzerland,
ATLIF,ACTELION LTD ORD REG,OTC Pink Current,285.000000,0.000000,0,Foreign Ordinary Shares,Switzerland,
TMNSF,TEMENOS GROUP AG,OTC Pink Current,123.500000,84.751900,0,Foreign Ordinary Shares,Switzerland,
TMSNY,TEMENOS GROUP AG S/ADR,OTC Pink Current,133.920000,129.912500,2637,ADRs,Switzerland,
CLZNF,CLARIANT AG NAM AKT,OTC Pink Current,26.800000,0.885300,0,Foreign Ordinary Shares,Switzerland,
CLZNY,CLARIANT AG UNSP/ADR,OTC Pink Current,27.537500,26.045900,0,ADRs,Switzerland,
GBERF,GEBERIT AG NAMEN-AKT,OTC Pink Current,461.376100,0.000000,0,Other Security Type,Switzerland,
GBERY,GEBERIT AG UNSP/ADR,OTC Pink Current,43.820000,305.026000,187,ADRs,Switzerland,
SWPRF,SWISS PRIME SITE AG,OTC Pink Current,85.500000,0.000000,0,Foreign Ordinary Shares,Switzerland,
LDSVF,LINDT & SPRUNGLI AG,OTC Pink Current,5855.432900,36.464100,2,Foreign Ordinary Shares,Switzerland,
NBHGF,NOBEL BIOCARE HLDGS AG,OTC Pink Current,18.250000,0.000000,0,Foreign Ordinary Shares,Switzerland,
SKFOF,SIKA FINANZ,OTC Pink Current,7425.000000,0.000000,0,Foreign Ordinary Shares,Switzerland,
SWZNF,SCHWEIZERISCHE NATLBANK,OTC Pink Current,3902.850000,12.836800,0,Foreign Ordinary Shares,Switzerland,
PRGAF,PARGESA HOLDING SA,OTC Pink Current,85.025700,35.838200,30,Foreign Ordinary Shares,Switzerland,
SAUHF,STRAUMANN HLDG N AKT,OTC Pink Current,731.930400,57.762800,8,Foreign Ordinary Shares,Switzerland,
SAUHY,STRAUMANN HLDG UNSP/ADR,OTC Pink Current,36.780000,161.816100,269,ADRs,Switzerland,
CSBTF,KUROS BIOSCIENCE ORD NEW,OTC Pink Current,0.000000,,0,Foreign Ordinary Shares,Switzerland,
SULZF,SULZER AG WINTERTHUR SHS,OTC Pink Current,126.050000,0.000000,0,Foreign Ordinary Shares,Switzerland,
BPMUF,BASILEA PHARM AG AKT SHS,OTC Pink Current,78.820000,78.289000,0,Foreign Ordinary Shares,Switzerland,
KATFF,KATANGA MINING LTD ORD,OTC Pink Current,0.951690,158.015800,64870,Foreign Ordinary Shares,Switzerland,
KHNGF,KUEHNE & NAGEL INTL AG,OTC Pink Current,171.980000,122.727300,53,Foreign Ordinary Shares,Switzerland,
KHNGY,KUEHNE&NAGEL INT UNSP/ADR,OTC Pink Current,34.200000,105.284100,104,ADRs,Switzerland,
EFGXY,EFG INTERNATIONAL AG ADR,OTC Pink Current,8.250000,0.000000,0,ADRs,Switzerland,
DFRYF,DUFRY AG BASEL NAMEN AKT,OTC Pink Current,145.650000,20.745700,35,Foreign Ordinary Shares,Switzerland,
DUFRY,DUFRY AG UNSP/ADR,OTC Pink Current,14.750000,83.223800,14144,ADRs,Switzerland,
PLWTF,PANALPINA WELTTRANSPORT,OTC Pink Current,142.500000,268.924300,0,Foreign Ordinary Shares,Switzerland,
PLWTY,PANALPINA WELTRN UNSP/ADR,OTC Pink Current,27.650000,0.000000,0,ADRs,Switzerland,
PGPHF,PARTNERS GRP HLDG ZUG,OTC Pink Current,680.000000,173.114800,20,Foreign Ordinary Shares,Switzerland,
OERLY,OC OERLIKON CORP UNSP/ADR,OTC Pink Current,22.500000,0.000000,0,ADRs,Switzerland,
NYRSY,NYRSTAR NV UNSP/ADR,OTC Pink Current,7.203000,113.791200,5,ADRs,Switzerland,
SPHDF,SANTHERA PHARMS HLDGS LTD,OTC Pink Current,29.360000,22.748800,100,Foreign Ordinary Shares,Switzerland,
GVDBF,GIVAUDAN AG,OTC Pink Current,2275.550000,22.314000,0,Foreign Ordinary Shares,Switzerland,
GVDNY,GIVAUDAN SA UNSP/ADR,OTC Pink Current,45.380000,69.186400,7318,ADRs,Switzerland,
BKSNF,BANK SARASIN & CIE AG,OTC Pink Current,27.350000,0.000000,0,Foreign Ordinary Shares,Switzerland,
SZLMY,SWISS LIFE HLDG UNSP/ADR,OTC Pink Current,17.620000,0.000000,0,ADRs,Switzerland,
ARZTY,ARYZTA AG UNSP/ADR,OTC Pink Current,17.190000,101.085300,5249,ADRs,Switzerland,
JBARF,JULIUS BAER GRUPPE NAMEN,OTC Pink Current,58.100000,576.088700,0,Foreign Ordinary Shares,Switzerland,
JBAXY,JULIUS BAER GRP UNSP/ADR,OTC Pink Current,11.570000,59.047100,88412,ADRs,Switzerland,
GGRUF,GATEGROUP HOLDING AG ORD,OTC Pink Current,53.240000,0.000000,0,Foreign Ordinary Shares,Switzerland,
SSREF,SWISS RE LTD ORD,OTC Pink Current,93.750000,103.008500,0,Foreign Ordinary Shares,Switzerland,
SSREY,SWISS RE LTD S/ADR,OTC Pink Current,23.360000,57.396900,17473,ADRs,Switzerland,
GLCNF,GLENCORE XSTRATA PLC ORD,OTC Pink Current,4.612000,38.358600,36996,Foreign Ordinary Shares,Switzerland,
GLNCY,GLENCORE PLC UNSP/ADR,OTC Pink Current,9.130000,65.698400,138376,ADRs,Switzerland,
ELVAF,EVOLVA HOLDING AG,OTC Pink Current,0.359200,669.652800,3250,Foreign Ordinary Shares,Switzerland,
CCHGY,COCA COLA HBC UNSP/ADR,OTC Pink Current,31.620000,226.127100,463,ADRs,Switzerland,
SNMMF,SUNRISE COMM GRP LTD ORD,OTC Pink Current,90.300000,96.051200,0,Foreign Ordinary Shares,Switzerland,
IDRSF,IDORSIA AG REG SHARES ORD,OTC Pink Current,21.770000,153.374900,0,Foreign Ordinary Shares,Switzerland,
HNHAF,HON HAI PRECISION IND ORD,OTC Pink Current,5.400000,0.000000,0,Foreign Ordinary Shares,Taiwan,
HNHAY,HON HAI PRECSION 144A ADR,OTC Pink Current,0.000000,,0,ADRs,Taiwan,
HNHPF,HON HAI PRECISION S/GDR,OTC Pink Current,6.555000,123.594400,220,Foreign Ordinary Shares,Taiwan,
FUISF,FUBON FINCL HLDG CO ORD,OTC Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,Taiwan,
FUISY,FUBON FINCL HL S/GDR 144A,OTC Pink Current,0.000000,0.000000,0,New York Registry Shs,Taiwan,
FUIZF,FUBON FINCL HLD S/GDR,OTC Pink Current,16.139400,0.000000,0,Foreign Ordinary Shares,Taiwan,
CHYFF,CATHAY FINCL HLDG S/GDR,OTC Pink Current,12.500000,0.000000,0,New York Registry Shs,Taiwan,
CHYYY,CATHAY FINL HLDG GDR 144A,OTC Pink Current,14.210000,0.000000,0,New York Registry Shs,Taiwan,
OMPS,OMPHALOS CORP,OTC Pink Current,0.045000,426.540300,0,Common Stock,Taiwan,
CISEY,CHINA STEEL CP S/ADR 144A,OTC Pink Current,0.000000,,0,ADRs,Taiwan,
CISXF,CHINA STEEL CORP S/GDR,OTC Pink Current,15.500000,900.000000,0,New York Registry Shs,Taiwan,
KSIH,KS INTERNATIONAL HLDG INC,OTC Pink Current,0.208000,174.471000,57697,Common Stock,Taiwan,
AACEY,ASIA CMNT HLDGS UNSP/ADR,OTC Pink Current,4.990000,0.000000,0,ADRs,Taiwan,
BLYQ,BALLY CORP,OTC Pink Current,0.000000,0.000000,0,Common Stock,Taiwan,
ACBM,ARCO BIOMEDICAL CO LTD,OTC Pink Current,0.000000,,0,Common Stock,Taiwan,
HAGN,HAHA GENERATION CORP,OTC Pink Current,0.000000,,0,Common Stock,Taiwan,
INTHY,INTOUCH HLDGS PCL S/ADR,OTC Pink Current,6.590000,0.000000,0,ADRs,Thailand,
THMNY,THAICOM PCL S/ADR,OTC Pink Current,2.089000,0.000000,0,ADRs,Thailand,
AVIFY,ADVANCED INFO SVC PLC ADR,OTC Pink Current,5.270000,134.380100,26414,ADRs,Thailand,
AVIVF,ADVANCED INFO SVC  NVDR,OTC Pink Current,5.250000,0.000000,0,Foreign Ordinary Shares,Thailand,
CHPFF,CHAROEN POKPHAND FOOD ORD,OTC Pink Current,0.754950,0.000000,0,Foreign Ordinary Shares,Thailand,
CPOKY,CHAROEN POKPHAND FOOD ADR,OTC Pink Current,3.000000,0.178700,0,ADRs,Thailand,
TACYY,TOTAL ACCESS COM UNSP/ADR,OTC Pink Current,9.030000,0.000000,0,ADRs,Thailand,
PEXNY,PTT EXPLRTN&PRDTN PLC ADR,OTC Pink Current,5.500000,0.000000,0,ADRs,Thailand,
PTXLF,PTT EXPL & PROD FGN REG,OTC Pink Current,2.780000,0.000000,0,Foreign Ordinary Shares,Thailand,
BKKLY,BANGKOK BANK UNSP/ADR,OTC Pink Current,32.520000,101.316300,109,ADRs,Thailand,
BKKPF,BANGKOK BK PUBLIC CO LTD,OTC Pink Current,6.500000,98.622800,0,Foreign Ordinary Shares,Thailand,
SAVXD,SAHAVIRIYA STEEL ADR NEW,OTC Pink Current,5.150000,0.000000,0,ADRs,Thailand,
KPCPF,KASIKORNBANK PCL FGN REG,OTC Pink Current,6.830000,253.844900,0,Foreign Ordinary Shares,Thailand,
KPCPY,KASIKORNBANK PCL UNSP/ADR,OTC Pink Current,28.350000,59.183700,14028,ADRs,Thailand,
KPCUF,KASIKORNBANK PUB CO N/VTG,OTC Pink Current,5.530000,0.000000,0,Foreign Ordinary Shares,Thailand,
SMCBF,SIAM COMML BK,OTC Pink Current,4.210000,0.000000,0,Foreign Ordinary Shares,Thailand,
SMUUY,SIAM COMML BK UNSP/ADR,OTC Pink Current,18.935000,9.653600,114,ADRs,Thailand,
LHSPY,LAND & HOUSE UNSP/ADR,OTC Pink Current,0.000000,,0,ADRs,Thailand,
SCVPF,SIAM CEMENT PUBLIC CO LTD,OTC Pink Current,15.100000,0.000000,0,Foreign Ordinary Shares,Thailand,
SCVPY,SIAM CEMENT PCL UNSP/ADR,OTC Pink Current,15.110000,300.000000,0,ADRs,Thailand,
SCVUF,SIAM CEMENT PCL UTS N/VTG,OTC Pink Current,13.260000,0.000000,0,Foreign Ordinary Shares,Thailand,
THNUY,THANACHART CAP UNSP/ADR,OTC Pink Current,16.550000,0.000000,0,ADRs,Thailand,
KGTFF,KRUNG THAI BK PCL ORD,OTC Pink Current,0.540000,0.000000,0,Foreign Ordinary Shares,Thailand,
KGTFY,KRUNG THAI BK UNSP/ADR,OTC Pink Current,11.280000,123.287700,100,ADRs,Thailand,
PSGFF,PRECIOUS SHIPPING PLC,OTC Pink Current,0.320900,64.194000,0,Foreign Ordinary Shares,Thailand,
TAWNF,THAI AIRWAYS INTL,OTC Pink Current,0.516000,0.000000,0,Foreign Ordinary Shares,Thailand,
EYUBY,ELECTRICITY GNRTNG ADR,OTC Pink Current,17.500000,0.000000,0,ADRs,Thailand,
TMBBY,TMB BANK PCL UNSP/ADR,OTC Pink Current,22.440000,900.000000,0,ADRs,Thailand,
PUTRF,PTT PLC UTS NVDR,OTC Pink Current,11.060000,0.000000,0,Foreign Ordinary Shares,Thailand,
PUTRY,PTT PUBLIC LTD CO ADR,OTC Pink Current,19.250000,0.000000,0,ADRs,Thailand,
BNPJY,BANPU PUB CO UNSP/ADR,OTC Pink Current,0.000000,,0,ADRs,Thailand,
BGCUY,BIG C SUPERCENTR UNSP/ADR,OTC Pink Current,0.000000,,0,ADRs,Thailand,
BECVY,BEC WRLD PCL ADR,OTC Pink Current,5.380000,0.000000,0,ADRs,Thailand,
TSCFY,TISCO FIN PLC U/ADR,OTC Pink Current,17.010000,0.000000,0,ADRs,Thailand,
JASMY,JASMINE INTL PUB CO S/ADR,OTC Pink Current,2.030000,93.518800,0,ADRs,Thailand,
BDULF,BANGKOK DUSIT MED SVC NEW,OTC Pink Current,0.680000,226.013300,0,Foreign Ordinary Shares,Thailand,
BDUUF,BANGKOK DUSIT MED SV NVDR,OTC Pink Current,0.640000,0.000000,0,Foreign Ordinary Shares,Thailand,
BDUUY,BANGKOK DUSIT M/S UNS/ADR,OTC Pink Current,27.000000,0.000000,0,ADRs,Thailand,
SMKUY,SIAM MAKRO PUBLIC CO ADR,OTC Pink Current,3.980000,0.000000,0,ADRs,Thailand,
THAFF,THORESEN THAI AGS FGN REG,OTC Pink Current,0.305450,4.072400,75,Foreign Ordinary Shares,Thailand,
RDSPY,ROBINSON PUB CO UNSP/ADR,OTC Pink Current,11.530000,0.000000,0,ADRs,Thailand,
BUGDF,BUMRUNGRAD HOSPITAL NVDR,OTC Pink Current,5.020000,0.000000,0,Foreign Ordinary Shares,Thailand,
BUHPF,BUMRUNGOLD HOSPITAL PCL,OTC Pink Current,6.400000,20.449900,0,Foreign Ordinary Shares,Thailand,
CPBQF,C.P. ALL PCL ORD,OTC Pink Current,0.000000,,0,Foreign Ordinary Shares,Thailand,
CVPBF,C.P. ALL PCL FGN REG SHS,OTC Pink Current,1.720000,0.000000,0,Foreign Ordinary Shares,Thailand,
CVPUF,C.P. SEVEN ELEVEN NVDR,OTC Pink Current,2.080000,0.000000,0,Foreign Ordinary Shares,Thailand,
BLJZY,BERLI JUCKER PCL UNSP/ADR,OTC Pink Current,12.000000,8.910900,0,ADRs,Thailand,
IRPSY,IRPC PUBLIC CO LTD ADR,OTC Pink Current,0.000000,,0,ADRs,Thailand,
AIPUF,AIRPORT OF THAILAND NVDR,OTC Pink Current,1.570000,0.000000,0,Foreign Ordinary Shares,Thailand,
AIPUY,AIRPORT OF THLND UNSP/ADR,OTC Pink Current,19.240000,16.973300,100,ADRs,Thailand,
APTPF,AIRPORTS OF THAILAND NEW,OTC Pink Current,1.748000,6.474300,0,Foreign Ordinary Shares,Thailand,
TOIPF,THAI OIL PCL FGN REG SHS,OTC Pink Current,2.950000,319.354800,0,Foreign Ordinary Shares,Thailand,
TOIPY,THAI OIL PCL UNSP/ADR,OTC Pink Current,29.500000,771.428600,0,ADRs,Thailand,
GWECY,GLOW ENERGY PCL,OTC Pink Current,25.000000,0.000000,0,ADRs,Thailand,
GWEFF,GLOW ENERGY PCL FGN REG,OTC Pink Current,2.680000,6.756800,0,Foreign Ordinary Shares,Thailand,
PCHUY,PTT CHEMICAL PUBLIC U/ADR,OTC Pink Current,11.730000,0.000000,0,ADRs,Thailand,
TBVPF,THAI BEVERAGE PCL ORD,OTC Pink Current,0.719750,91.473900,0,Foreign Ordinary Shares,Thailand,
TBVPY,THAI BEVERAGE UNSP/ADR,OTC Pink Current,71.770000,450.000000,0,ADRs,Thailand,
BKAHF,BANK OF AYUDHYA PCL NVDR,OTC Pink Current,1.120000,0.000000,0,Foreign Ordinary Shares,Thailand,
BKAYY,BANK OF AYUDHYA PCL ADR,OTC Pink Current,24.370000,0.000000,0,ADRs,Thailand,
MCTZF,MCOT PUBLIC CO LTD NVDR,OTC Pink Current,0.252000,0.000000,0,Foreign Ordinary Shares,Thailand,
UVPOF,UNIVANICH PALM OIL NVDR,OTC Pink Current,0.200000,0.000000,0,Foreign Ordinary Shares,Thailand,
MINOF,MINOR INTL PCL ORD,OTC Pink Current,1.000000,0.000000,0,Foreign Ordinary Shares,Thailand,
MNILY,MINOR INTL PCL UNSP/ADR,OTC Pink Current,33.040000,0.356600,0,ADRs,Thailand,
INDOY,INDORAMA VNTRS UNSP/ADR,OTC Pink Current,15.290000,133.318000,0,ADRs,Thailand,
BTSGF,BTS GROUP HLDGS NVDR,OTC Pink Current,0.215000,339.515900,0,Foreign Ordinary Shares,Thailand,
BTSGY,BTS GROUP HLDGS UNSP/ADR,OTC Pink Current,26.400000,0.000000,0,ADRs,Thailand,
CPPCY,CP ALL PUB CO UNSP/ADR,OTC Pink Current,12.620000,0.000000,0,ADRs,Thailand,
TUFBY,THAI UN GRP PUB CO U/ADR,OTC Pink Current,11.490000,0.000000,0,ADRs,Thailand,
NOKPF,NOK AIRLINES PUBLIC CO,OTC Pink Current,0.130000,0.000000,0,Foreign Ordinary Shares,Thailand,
MSSB,MESSAGEBGONE INC,OTC Pink Current,0.000000,,0,Common Stock,Thailand,
FNTT,FUNDTHATCOMPANY,OTC Pink Current,0.000000,0.000000,0,Common Stock,Thailand,
WTKWY,WOLTERS KLUWER S/ADR,OTC Pink Current,51.690000,50.442400,10280,ADRs,The Netherlands,
UNLNF,UNILEVER NV CERT OF SHS,OTC Pink Current,56.650000,4.884100,13,Foreign Ordinary Shares,The Netherlands,
UNLVF,UNILEVER NV ORD,OTC Pink Current,56.500000,0.000000,0,Foreign Ordinary Shares,The Netherlands,
ARCAY,ARCADIS NV S/ADR,OTC Pink Current,22.500000,33.851100,5,ETFs,The Netherlands,
ARCVF,ARCADIS NV ORD,OTC Pink Current,22.993000,232.769900,900,Foreign Ordinary Shares,The Netherlands,
AEGOF,AEGON N.V. ORD,OTC Pink Current,6.217370,219.614100,1730,Foreign Ordinary Shares,The Netherlands,
ASMLF,ASML HOLDING NV ORD,OTC Pink Current,174.080000,97.737400,5,Foreign Ordinary Shares,The Netherlands,
KKPNF,KONINKLIJKE KPN NV,OTC Pink Current,3.550000,29.996100,0,Foreign Ordinary Shares,The Netherlands,
KKPNY,ROYAL KPN NV S/ADR,OTC Pink Current,3.620000,62.479100,210229,ADRs,The Netherlands,
INGVF,ING GROEP NV,OTC Pink Current,17.920000,0.877800,1000,Other Security Type,The Netherlands,
BESIY,BE SMCNDCTR INDUS S/ADR,OTC Pink Current,79.050000,299.824500,283,ETFs,The Netherlands,
HDUGF,HUNTER DOUGLAS NV,OTC Pink Current,78.585500,192.623900,297,Foreign Ordinary Shares,The Netherlands,
PNLYY,POSTNL NV S/ADR,OTC Pink Current,4.570000,182.002300,49955,ADRs,The Netherlands,
TNTFF,POSTNL NV,OTC Pink Current,4.500000,820.668700,0,Foreign Ordinary Shares,The Netherlands,
RANJF,RANDSTAND HOLDINGS NV,OTC Pink Current,60.690000,126.112400,0,Foreign Ordinary Shares,The Netherlands,
RANJY,RANDSTAD HLDGS UNSP/ADR,OTC Pink Current,30.384000,9.694500,318,ADRs,The Netherlands,
SBFFF,SBM OFFSHORE NV ORD,OTC Pink Current,16.750000,19.911500,0,Foreign Ordinary Shares,The Netherlands,
SBFFY,SBM OFFSHORE NV ADR,OTC Pink Current,16.060000,104.125000,0,ADRs,The Netherlands,
FURGF,FURGO NV ORD,OTC Pink Current,14.160000,45.347700,0,Foreign Ordinary Shares,The Netherlands,
CSNVF,CSM NV,OTC Pink Current,33.376970,94.101300,0,Foreign Ordinary Shares,The Netherlands,
CSNVY,CORBION NV UNSP/ADR,OTC Pink Current,32.500000,4.812800,0,ADRs,The Netherlands,
EADSF,AIRBUS SE ORD,OTC Pink Current,104.050000,46.680900,415,Foreign Ordinary Shares,The Netherlands,
EADSY,AIRBUS SE UNSP/ADR,OTC Pink Current,25.890000,32.999500,43883,ADRs,The Netherlands,
VOPKF,VOPAK PAR ORD,OTC Pink Current,43.150000,49.236300,650,Foreign Ordinary Shares,The Netherlands,
VOPKY,KONINKLIJKE VOPAK UNS/ADR,OTC Pink Current,43.150000,83.239100,1520,ADRs,The Netherlands,
EUXTF,EURONEXT NV ORD,OTC Pink Current,57.290000,124.323100,0,Foreign Ordinary Shares,The Netherlands,
HALFF,HAL TRUST BEARER SHS B,OTC Pink Current,205.000000,0.000000,0,Foreign Ordinary Shares,The Netherlands,
GTOFF,GEMALTO NV ORD,OTC Pink Current,37.900000,1.655400,101,Foreign Ordinary Shares,The Netherlands,
GTOMY,GEMALTO NV S/ADR,OTC Pink Current,18.680000,56.590700,6504,ADRs,The Netherlands,
RAKR,RAINMAKER WORLDWIDE INC,OTC Pink Current,0.810000,25.006000,3700,Common Stock,The Netherlands,
TMOAF,TOMTOM NV ORD,OTC Pink Current,10.860000,36.826300,0,Foreign Ordinary Shares,The Netherlands,
TMOAY,TOMTOM NV UNSP/ADR,OTC Pink Current,5.325000,85.491800,116,ADRs,The Netherlands,
RYDAF,ROYAL DUTCH SHELL PLC A,OTC Pink Current,32.500000,148.228500,3508,Foreign Ordinary Shares,The Netherlands,
RYDBF,ROYAL DUTCH SHELL PLC B,OTC Pink Current,32.300000,87.176700,500,Foreign Ordinary Shares,The Netherlands,
ACGPF,ACCELL GROUP NV ORD,OTC Pink Current,27.850000,284.033700,10,Foreign Ordinary Shares,The Netherlands,
FCMKF,FUNCOM NV ORD,OTC Pink Current,0.333000,504.908800,0,Foreign Ordinary Shares,The Netherlands,
AMVMF,AMG ADVANCED METALLURGCL,OTC Pink Current,45.620000,22.135400,400,Foreign Ordinary Shares,The Netherlands,
DLLLF,DELTA LLOYD NV ORD,OTC Pink Current,5.910000,0.000000,0,Foreign Ordinary Shares,The Netherlands,
RFFRY,REFRESCO GROUP N V U/ADR,OTC Pink Current,22.550000,2.073200,67,ADRs,The Netherlands,
ABMRF,ABN AMRO GRP NV ORD,OTC Pink Current,31.250000,0.000000,0,Other Security Type,The Netherlands,
ABNRY,ABN AMRO GRP NV UNSP/ADR,OTC Pink Current,14.940000,26.405600,22594,ADRs,The Netherlands,
AEBZY,ANADOLU EFES BIRCLK S/ADR,OTC Pink Current,1.150000,0.000000,0,ADRs,Turkey,
ACKAY,ARCELIK A S UNSP/ADR,OTC Pink Current,25.290000,161.257100,2145,ADRs,Turkey,
KHOLY,KOC HOLDINGS AS UNSP/ADR,OTC Pink Current,21.985000,145.203300,12365,ADRs,Turkey,
TKHVY,TURK HAVA YOLLAR UNSP/ADR,OTC Pink Current,30.210000,105.289800,0,ADRs,Turkey,
TKYVY,TURKIYE VAKIFLR BK UN/ADR,OTC Pink Current,14.310000,518.643900,34,ADRs,Turkey,
COLAY,COCA COLA ICECEK S/ADR,OTC Pink Current,9.050000,51.996600,0,ADRs,Turkey,
TAVHY,TAV HAVLIMLRI HL UNSP/ADR,OTC Pink Current,20.280000,25.196800,480,ADRs,Turkey,
THBIY,TURKIYE HLK BNKS UNSP/ADR,OTC Pink Current,4.630000,328.089400,5000,ADRs,Turkey,
DSGUY,DOGAN SIRKETLER GR UN/ADR,OTC Pink Current,1.680000,0.000000,0,ADRs,Turkey,
TKFHY,TEKFEN HOLDING UNSP/ADR,OTC Pink Current,7.450000,0.000000,0,ADRs,Turkey,
ERELY,EREGLI DEMIR CELIK UN/ADR,OTC Pink Current,11.480000,0.000000,0,ADRs,Turkey,
TRKNY,TURK TELEKOMNKY UNSP/ADR,OTC Pink Current,2.860000,159.882900,26403,ADRs,Turkey,
FOVSY,FORD OTOMOTIV SNYUNSP/ADR,OTC Pink Current,73.500000,55.859500,187,ADRs,Turkey,
UELKY,ULKER BISKUVI SNY UNS/ADR,OTC Pink Current,0.000000,,0,ADRs,Turkey,
KOZAY,KOZA ALTIN ISLEML UNS/ADR,OTC Pink Current,11.330000,0.000000,0,ADRs,Turkey,
